,Date,Close
0,2022-01-03,6573.09375
1,2022-01-04,6640.3955078125
2,2022-01-05,6685.2626953125
3,2022-01-06,6707.69677734375
4,2022-01-07,6864.732421875
5,2022-01-10,6819.86474609375
6,2022-01-11,6909.6005859375
7,2022-01-12,6909.6005859375
8,2022-01-13,6909.6005859375
9,2022-01-14,7044.203125
10,2022-01-17,6954.46826171875
11,2022-01-18,6887.1669921875
12,2022-01-19,6887.1669921875
13,2022-01-20,6976.90087890625
14,2022-01-21,7133.93798828125
15,2022-01-24,6999.3349609375
16,2022-01-25,6976.90087890625
17,2022-01-26,6909.6005859375
18,2022-01-27,6999.3349609375
19,2022-01-28,6976.90087890625
20,2022-01-31,6842.298828125
21,2022-02-02,6999.3349609375
22,2022-02-03,6932.0341796875
23,2022-02-04,6932.0341796875
24,2022-02-07,6999.3349609375
25,2022-02-08,6932.0341796875
26,2022-02-09,7133.93798828125
27,2022-02-10,6954.46826171875
28,2022-02-11,7021.7685546875
29,2022-02-14,6909.6005859375
30,2022-02-15,7066.63623046875
31,2022-02-16,7156.37158203125
32,2022-02-17,7089.0712890625
33,2022-02-18,7111.50390625
34,2022-02-21,7133.93798828125
35,2022-02-22,7089.0712890625
36,2022-02-23,7223.67333984375
37,2022-02-24,7178.8056640625
38,2022-02-25,7223.67333984375
39,2022-03-01,7223.67333984375
40,2022-03-02,7156.37158203125
41,2022-03-04,7089.0712890625
42,2022-03-07,6909.6005859375
43,2022-03-08,6864.732421875
44,2022-03-09,7044.203125
45,2022-03-10,7111.50390625
46,2022-03-11,7133.93798828125
47,2022-03-14,7246.107421875
48,2022-03-15,7313.40771484375
49,2022-03-16,7358.27587890625
50,2022-03-17,7178.8056640625
51,2022-03-18,7089.0712890625
52,2022-03-21,7089.0712890625
53,2022-03-22,7111.50390625
54,2022-03-23,7089.0712890625
55,2022-03-24,7111.50390625
56,2022-03-25,7133.93798828125
57,2022-03-28,7197.7158203125
58,2022-03-29,7152.16015625
59,2022-03-30,7174.9375
60,2022-03-31,7266.0478515625
61,2022-04-01,7220.49267578125
62,2022-04-04,7197.7158203125
63,2022-04-05,7197.7158203125
64,2022-04-06,7061.0498046875
65,2022-04-07,7061.0498046875
66,2022-04-08,7152.16015625
67,2022-04-11,7038.27197265625
68,2022-04-12,7106.60498046875
69,2022-04-13,7106.60498046875
70,2022-04-14,7015.49462890625
71,2022-04-18,7015.49462890625
72,2022-04-19,6947.16162109375
73,2022-04-20,6969.93896484375
74,2022-04-21,7220.49267578125
75,2022-04-22,7174.9375
76,2022-04-25,7288.82568359375
77,2022-04-26,7402.71337890625
78,2022-04-27,7471.04638671875
79,2022-04-28,7402.71337890625
80,2022-05-09,6924.38427734375
81,2022-05-10,6856.0517578125
82,2022-05-11,6969.93896484375
83,2022-05-12,6628.275390625
84,2022-05-13,6673.8310546875
85,2022-05-17,6742.16357421875
86,2022-05-18,6901.60595703125
87,2022-05-19,6787.71923828125
88,2022-05-20,6742.16357421875
89,2022-05-23,6719.38623046875
90,2022-05-24,6696.60888671875
91,2022-05-25,6719.38623046875
92,2022-05-27,6901.60595703125
93,2022-05-30,6901.60595703125
94,2022-05-31,7061.0498046875
95,2022-06-02,6901.60595703125
96,2022-06-03,6924.38427734375
97,2022-06-06,6787.71923828125
98,2022-06-07,6719.38623046875
99,2022-06-08,6924.38427734375
100,2022-06-09,6833.27392578125
101,2022-06-10,6696.60888671875
102,2022-06-13,6696.60888671875
103,2022-06-14,6742.16357421875
104,2022-06-15,6673.8310546875
105,2022-06-16,6901.60595703125
106,2022-06-17,6833.27392578125
107,2022-06-20,6947.16162109375
108,2022-06-21,6969.93896484375
109,2022-06-22,6833.27392578125
110,2022-06-23,6856.0517578125
111,2022-06-24,6810.49658203125
112,2022-06-27,6696.60888671875
113,2022-06-28,6651.0537109375
114,2022-06-29,6628.275390625
115,2022-06-30,6605.49853515625
116,2022-07-01,6605.49853515625
117,2022-07-04,6423.27734375
118,2022-07-05,6605.49853515625
119,2022-07-06,6651.0537109375
120,2022-07-07,6468.8330078125
121,2022-07-08,6514.388671875
122,2022-07-11,6491.60986328125
123,2022-07-12,6537.1650390625
124,2022-07-13,6377.72216796875
125,2022-07-14,6400.5
126,2022-07-15,6377.72216796875
127,2022-07-18,6514.388671875
128,2022-07-19,6537.1650390625
129,2022-07-20,6742.16357421875
130,2022-07-21,6742.16357421875
131,2022-07-22,6673.8310546875
132,2022-07-25,6651.0537109375
133,2022-07-26,6651.0537109375
134,2022-07-27,6673.8310546875
135,2022-07-28,6696.60888671875
136,2022-07-29,6696.60888671875
137,2022-08-01,6833.27392578125
138,2022-08-02,6924.38427734375
139,2022-08-03,6947.16162109375
140,2022-08-04,7106.60498046875
141,2022-08-05,7174.9375
142,2022-08-08,7174.9375
143,2022-08-09,7197.7158203125
144,2022-08-10,7197.7158203125
145,2022-08-11,7243.2705078125
146,2022-08-12,7220.49267578125
147,2022-08-15,7243.2705078125
148,2022-08-16,7266.0478515625
149,2022-08-18,7288.82568359375
150,2022-08-19,7197.7158203125
151,2022-08-22,7288.82568359375
152,2022-08-23,7197.7158203125
153,2022-08-24,7243.2705078125
154,2022-08-25,7357.15869140625
155,2022-08-26,7288.82568359375
156,2022-08-29,7425.49072265625
157,2022-08-30,7448.2685546875
158,2022-08-31,7471.04638671875
159,2022-09-01,7425.49072265625
160,2022-09-02,7493.82373046875
161,2022-09-05,7539.37890625
162,2022-09-06,7539.37890625
163,2022-09-07,7630.48876953125
164,2022-09-08,7607.71240234375
165,2022-09-09,7630.48876953125
166,2022-09-12,7630.48876953125
167,2022-09-13,7767.154296875
168,2022-09-14,7744.37744140625
169,2022-09-15,7972.15283203125
170,2022-09-16,7698.8212890625
171,2022-09-19,7881.04248046875
172,2022-09-20,7789.931640625
173,2022-09-21,7721.599609375
174,2022-09-22,7721.599609375
175,2022-09-23,7630.48876953125
176,2022-09-26,7676.04443359375
177,2022-09-27,7562.15673828125
178,2022-09-28,7584.9345703125
179,2022-09-29,7630.48876953125
180,2022-09-30,7789.931640625
181,2022-10-03,7744.37744140625
182,2022-10-04,7789.931640625
183,2022-10-05,7698.8212890625
184,2022-10-06,7676.04443359375
185,2022-10-07,7471.04638671875
186,2022-10-10,7562.15673828125
187,2022-10-11,7516.60205078125
188,2022-10-12,7584.9345703125
189,2022-10-13,7539.37890625
190,2022-10-14,7516.60205078125
191,2022-10-17,7516.60205078125
192,2022-10-18,7562.15673828125
193,2022-10-19,7539.37890625
194,2022-10-20,7744.37744140625
195,2022-10-21,7881.04248046875
196,2022-10-24,8108.8173828125
197,2022-10-25,7926.59814453125
198,2022-10-26,7789.931640625
199,2022-10-27,7926.59814453125
200,2022-10-28,7972.15283203125
201,2022-10-31,8017.70751953125
202,2022-11-01,8017.70751953125
203,2022-11-02,7972.15283203125
204,2022-11-03,8017.70751953125
205,2022-11-04,7994.9306640625
206,2022-11-07,8063.26318359375
207,2022-11-08,7972.15283203125
208,2022-11-09,8086.04150390625
209,2022-11-10,8017.70751953125
210,2022-11-11,8063.26318359375
211,2022-11-14,7972.15283203125
212,2022-11-15,8017.70751953125
213,2022-11-16,7835.4873046875
214,2022-11-17,7949.375
215,2022-11-18,8040.48583984375
216,2022-11-21,7949.375
217,2022-11-22,8108.8173828125
218,2022-11-23,8086.04150390625
219,2022-11-24,8199.9287109375
220,2022-11-25,8177.150390625
221,2022-11-28,8222.70703125
222,2022-11-29,8177.150390625
223,2022-11-30,8473.259765625
224,2022-12-01,8199.9287109375
225,2022-12-02,8140.47509765625
226,2022-12-05,8026.1435546875
227,2022-12-06,7934.6767578125
228,2022-12-07,7728.8779296875
229,2022-12-08,7774.6123046875
230,2022-12-09,7843.2109375
231,2022-12-12,7957.54443359375
232,2022-12-13,7957.54443359375
233,2022-12-14,7888.94384765625
234,2022-12-15,7774.6123046875
235,2022-12-16,7866.078125
236,2022-12-19,7911.81103515625
237,2022-12-20,7843.2109375
238,2022-12-21,7934.6767578125
239,2022-12-22,7843.2109375
240,2022-12-23,7774.6123046875
241,2022-12-26,7843.2109375
242,2022-12-27,7866.078125
243,2022-12-28,7911.81103515625
244,2022-12-29,7843.2109375
245,2022-12-30,7820.34423828125
246,2023-01-02,7820.34423828125
247,2023-01-03,7820.34423828125
248,2023-01-04,7637.41357421875
249,2023-01-05,7545.947265625
250,2023-01-06,7591.68017578125
251,2023-01-09,7728.8779296875
252,2023-01-10,7477.34716796875
253,2023-01-11,7431.6142578125
254,2023-01-12,7477.34716796875
255,2023-01-13,7363.0146484375
256,2023-01-16,7454.48046875
257,2023-01-17,7614.54638671875
258,2023-01-18,7591.68017578125
259,2023-01-19,7614.54638671875
260,2023-01-20,7591.68017578125
261,2023-01-24,7523.080078125
262,2023-01-25,7500.2138671875
263,2023-01-26,7751.74560546875
264,2023-01-27,7957.54443359375
265,2023-01-30,7957.54443359375
266,2023-01-31,7751.74560546875
267,2023-02-01,7774.6123046875
268,2023-02-02,7728.8779296875
269,2023-02-03,7957.54443359375
270,2023-02-06,7980.41015625
271,2023-02-07,8094.74267578125
272,2023-02-08,8071.876953125
273,2023-02-09,8140.47509765625
274,2023-02-10,8071.876953125
275,2023-02-13,8117.6103515625
276,2023-02-14,8186.2099609375
277,2023-02-15,8117.6103515625
278,2023-02-16,7957.54443359375
279,2023-02-17,7980.41015625
280,2023-02-20,8003.27685546875
281,2023-02-21,7957.54443359375
282,2023-02-22,7934.6767578125
283,2023-02-23,7980.41015625
284,2023-02-24,7934.6767578125
285,2023-02-27,8026.1435546875
286,2023-02-28,8003.27685546875
287,2023-03-01,7866.078125
288,2023-03-02,7888.94384765625
289,2023-03-03,7751.74560546875
290,2023-03-06,7683.14599609375
291,2023-03-07,7706.01220703125
292,2023-03-08,7843.2109375
293,2023-03-09,7843.2109375
294,2023-03-10,7728.8779296875
295,2023-03-13,7820.34423828125
296,2023-03-14,7614.54638671875
297,2023-03-15,7614.54638671875
298,2023-03-16,7591.68017578125
299,2023-03-17,7660.27880859375
300,2023-03-20,7683.14599609375
301,2023-03-21,7774.6123046875
302,2023-03-24,8071.876953125
303,2023-03-27,7957.54443359375
304,2023-03-28,7934.6767578125
305,2023-03-29,8209.896484375
306,2023-03-30,8233.2197265625
307,2023-03-31,8163.248046875
308,2023-04-03,8209.896484375
309,2023-04-04,8186.5712890625
310,2023-04-05,8139.92431640625
311,2023-04-06,8163.248046875
312,2023-04-10,8209.896484375
313,2023-04-11,8233.2197265625
314,2023-04-12,8303.1884765625
315,2023-04-13,8326.5126953125
316,2023-04-14,8396.4833984375
317,2023-04-17,8419.8076171875
318,2023-04-18,8513.1005859375
319,2023-04-26,8583.0732421875
320,2023-04-27,8536.4248046875
321,2023-04-28,8443.1318359375
322,2023-05-02,8443.1318359375
323,2023-05-03,8326.5126953125
324,2023-05-04,8396.4833984375
325,2023-05-05,8396.4833984375
326,2023-05-08,8396.4833984375
327,2023-05-09,8326.5126953125
328,2023-05-10,8326.5126953125
329,2023-05-11,8233.2197265625
330,2023-05-12,8209.896484375
331,2023-05-15,8186.5712890625
332,2023-05-16,8116.6015625
333,2023-05-17,8186.5712890625
334,2023-05-19,8396.4833984375
335,2023-05-22,8396.4833984375
336,2023-05-23,8513.1005859375
337,2023-05-24,8419.8076171875
338,2023-05-25,8443.1318359375
339,2023-05-26,8536.4248046875
340,2023-05-29,8536.4248046875
341,2023-05-30,8629.7197265625
342,2023-05-31,8443.1318359375
343,2023-06-05,8583.0732421875
344,2023-06-06,8536.4248046875
345,2023-06-07,8489.779296875
346,2023-06-08,8513.1005859375
347,2023-06-09,8489.779296875
348,2023-06-12,8536.4248046875
349,2023-06-13,8536.4248046875
350,2023-06-14,8466.455078125
351,2023-06-15,8443.1318359375
352,2023-06-16,8443.1318359375
353,2023-06-19,8396.4833984375
354,2023-06-20,8443.1318359375
355,2023-06-21,8513.1005859375
356,2023-06-22,8443.1318359375
357,2023-06-23,8443.1318359375
358,2023-06-26,8466.455078125
359,2023-06-27,8536.4248046875
360,2023-07-03,8466.455078125
361,2023-07-04,8443.1318359375
362,2023-07-05,8443.1318359375
363,2023-07-06,8466.455078125
364,2023-07-07,8419.8076171875
365,2023-07-10,8443.1318359375
366,2023-07-11,8419.8076171875
367,2023-07-12,8559.748046875
368,2023-07-13,8513.1005859375
369,2023-07-14,8583.0732421875
370,2023-07-17,8559.748046875
371,2023-07-18,8536.4248046875
372,2023-07-20,8536.4248046875
373,2023-07-21,8536.4248046875
374,2023-07-24,8489.779296875
375,2023-07-25,8536.4248046875
376,2023-07-26,8723.0126953125
377,2023-07-27,8606.3955078125
378,2023-07-28,8513.1005859375
379,2023-07-31,8513.1005859375
380,2023-08-01,8513.1005859375
381,2023-08-02,8583.0732421875
382,2023-08-03,8629.7197265625
383,2023-08-04,8536.4248046875
384,2023-08-07,8653.0439453125
385,2023-08-08,8583.0732421875
386,2023-08-09,8769.66015625
387,2023-08-10,8769.66015625
388,2023-08-11,8769.66015625
389,2023-08-14,8723.0126953125
390,2023-08-15,8676.3671875
391,2023-08-16,8676.3671875
392,2023-08-18,8629.7197265625
393,2023-08-21,8559.748046875
394,2023-08-22,8676.3671875
395,2023-08-23,8676.3671875
396,2023-08-24,8583.0732421875
397,2023-08-25,8653.0439453125
398,2023-08-28,8583.0732421875
399,2023-08-29,8629.7197265625
400,2023-08-30,8583.0732421875
401,2023-08-31,8559.748046875
402,2023-09-01,8606.3955078125
403,2023-09-04,8606.3955078125
404,2023-09-05,8606.3955078125
405,2023-09-06,8536.4248046875
406,2023-09-07,8559.748046875
407,2023-09-08,8513.1005859375
408,2023-09-11,8513.1005859375
409,2023-09-12,8489.779296875
410,2023-09-13,8466.455078125
411,2023-09-14,8489.779296875
412,2023-09-15,8396.4833984375
413,2023-09-18,8396.4833984375
414,2023-09-19,8466.455078125
415,2023-09-20,8536.4248046875
416,2023-09-21,8513.1005859375
417,2023-09-22,8466.455078125
418,2023-09-25,8396.4833984375
419,2023-09-26,8349.8359375
420,2023-09-27,8279.8662109375
421,2023-09-29,8233.2197265625
422,2023-10-02,8466.455078125
423,2023-10-03,8583.0732421875
424,2023-10-04,8583.0732421875
425,2023-10-05,8466.455078125
426,2023-10-06,8419.8076171875
427,2023-10-09,8443.1318359375
428,2023-10-10,8326.5126953125
429,2023-10-11,8326.5126953125
430,2023-10-12,8443.1318359375
431,2023-10-13,8466.455078125
432,2023-10-16,8489.779296875
433,2023-10-17,8349.8359375
434,2023-10-18,8256.54296875
435,2023-10-19,8163.248046875
436,2023-10-20,8373.1611328125
437,2023-10-23,8256.54296875
438,2023-10-24,8186.5712890625
439,2023-10-25,8279.8662109375
440,2023-10-26,8139.92431640625
441,2023-10-27,8116.6015625
442,2023-10-30,8256.54296875
443,2023-10-31,8163.248046875
444,2023-11-01,8023.30615234375
445,2023-11-02,8256.54296875
446,2023-11-03,8303.1884765625
447,2023-11-06,8443.1318359375
448,2023-11-07,8373.1611328125
449,2023-11-08,8396.4833984375
450,2023-11-09,8396.4833984375
451,2023-11-10,8233.2197265625
452,2023-11-13,8279.8662109375
453,2023-11-14,8326.5126953125
454,2023-11-15,8443.1318359375
455,2023-11-16,8466.455078125
456,2023-11-17,8466.455078125
457,2023-11-20,8279.8662109375
458,2023-11-21,8186.5712890625
459,2023-11-22,8279.8662109375
460,2023-11-23,8326.5126953125
461,2023-11-24,8326.5126953125
462,2023-11-27,8279.8662109375
463,2023-11-28,8279.8662109375
464,2023-11-29,8303.1884765625
465,2023-11-30,8373.1611328125
466,2023-12-01,8349.8359375
467,2023-12-04,8366.240234375
468,2023-12-05,8342.8056640625
469,2023-12-06,8249.0673828125
470,2023-12-07,8272.501953125
471,2023-12-08,8202.1962890625
472,2023-12-11,8202.1962890625
473,2023-12-12,8155.32666015625
474,2023-12-13,8131.892578125
