Date,Close
2022-10-26,7789.931640625
2022-10-27,7926.59814453125
2022-10-28,7972.15283203125
2022-10-31,8017.70751953125
2022-11-01,8017.70751953125
2022-11-02,7972.15283203125
2022-11-03,8017.70751953125
2022-11-04,7994.9306640625
2022-11-07,8063.26318359375
2022-11-08,7972.15283203125
2022-11-09,8086.04150390625
2022-11-10,8017.70751953125
2022-11-11,8063.26318359375
2022-11-14,7972.15283203125
2022-11-15,8017.70751953125
2022-11-16,7835.4873046875
2022-11-17,7949.375
2022-11-18,8040.48583984375
2022-11-21,7949.375
2022-11-22,8108.8173828125
2022-11-23,8086.04150390625
2022-11-24,8199.9287109375
2022-11-25,8177.150390625
2022-11-28,8222.70703125
2022-11-29,8177.150390625
2022-11-30,8473.259765625
2022-12-01,8199.9287109375
2022-12-02,8140.47509765625
2022-12-05,8026.1435546875
2022-12-06,7934.6767578125
2022-12-07,7728.8779296875
2022-12-08,7774.6123046875
2022-12-09,7843.2109375
2022-12-12,7957.54443359375
2022-12-13,7957.54443359375
2022-12-14,7888.94384765625
2022-12-15,7774.6123046875
2022-12-16,7866.078125
2022-12-19,7911.81103515625
2022-12-20,7843.2109375
2022-12-21,7934.6767578125
2022-12-22,7843.2109375
2022-12-23,7774.6123046875
2022-12-26,7843.2109375
2022-12-27,7866.078125
2022-12-28,7911.81103515625
2022-12-29,7843.2109375
2022-12-30,7820.34423828125
2023-01-02,7820.34423828125
2023-01-03,7820.34423828125
2023-01-04,7637.41357421875
2023-01-05,7545.947265625
2023-01-06,7591.68017578125
2023-01-09,7728.8779296875
2023-01-10,7477.34716796875
2023-01-11,7431.6142578125
2023-01-12,7477.34716796875
2023-01-13,7363.0146484375
2023-01-16,7454.48046875
2023-01-17,7614.54638671875
2023-01-18,7591.68017578125
2023-01-19,7614.54638671875
2023-01-20,7591.68017578125
2023-01-24,7523.080078125
2023-01-25,7500.2138671875
2023-01-26,7751.74560546875
2023-01-27,7957.54443359375
2023-01-30,7957.54443359375
2023-01-31,7751.74560546875
2023-02-01,7774.6123046875
2023-02-02,7728.8779296875
2023-02-03,7957.54443359375
2023-02-06,7980.41015625
2023-02-07,8094.74267578125
2023-02-08,8071.876953125
2023-02-09,8140.47509765625
2023-02-10,8071.876953125
2023-02-13,8117.6103515625
2023-02-14,8186.2099609375
2023-02-15,8117.6103515625
2023-02-16,7957.54443359375
2023-02-17,7980.41015625
2023-02-20,8003.27685546875
2023-02-21,7957.54443359375
2023-02-22,7934.6767578125
2023-02-23,7980.41015625
2023-02-24,7934.6767578125
2023-02-27,8026.1435546875
2023-02-28,8003.27685546875
2023-03-01,7866.078125
2023-03-02,7888.94384765625
2023-03-03,7751.74560546875
2023-03-06,7683.14599609375
2023-03-07,7706.01220703125
2023-03-08,7843.2109375
2023-03-09,7843.2109375
2023-03-10,7728.8779296875
2023-03-13,7820.34423828125
2023-03-14,7614.54638671875
2023-03-15,7614.54638671875
2023-03-16,7591.68017578125
2023-03-17,7660.27880859375
2023-03-20,7683.14599609375
2023-03-21,7774.6123046875
2023-03-24,8071.876953125
2023-03-27,7957.54443359375
2023-03-28,7934.6767578125
2023-03-29,8209.896484375
2023-03-30,8233.2197265625
2023-03-31,8163.248046875
2023-04-03,8209.896484375
2023-04-04,8186.5712890625
2023-04-05,8139.92431640625
2023-04-06,8163.248046875
2023-04-10,8209.896484375
2023-04-11,8233.2197265625
2023-04-12,8303.1884765625
2023-04-13,8326.5126953125
2023-04-14,8396.4833984375
2023-04-17,8419.8076171875
2023-04-18,8513.1005859375
2023-04-26,8583.0732421875
2023-04-27,8536.4248046875
2023-04-28,8443.1318359375
2023-05-02,8443.1318359375
2023-05-03,8326.5126953125
2023-05-04,8396.4833984375
2023-05-05,8396.4833984375
2023-05-08,8396.4833984375
2023-05-09,8326.5126953125
2023-05-10,8326.5126953125
2023-05-11,8233.2197265625
2023-05-12,8209.896484375
2023-05-15,8186.5712890625
2023-05-16,8116.6015625
2023-05-17,8186.5712890625
2023-05-19,8396.4833984375
2023-05-22,8396.4833984375
2023-05-23,8513.1005859375
2023-05-24,8419.8076171875
2023-05-25,8443.1318359375
2023-05-26,8536.4248046875
2023-05-29,8536.4248046875
2023-05-30,8629.7197265625
2023-05-31,8443.1318359375
2023-06-05,8583.0732421875
2023-06-06,8536.4248046875
2023-06-07,8489.779296875
2023-06-08,8513.1005859375
2023-06-09,8489.779296875
2023-06-12,8536.4248046875
2023-06-13,8536.4248046875
2023-06-14,8466.455078125
2023-06-15,8443.1318359375
2023-06-16,8443.1318359375
2023-06-19,8396.4833984375
2023-06-20,8443.1318359375
2023-06-21,8513.1005859375
2023-06-22,8443.1318359375
2023-06-23,8443.1318359375
2023-06-26,8466.455078125
2023-06-27,8536.4248046875
2023-07-03,8466.455078125
2023-07-04,8443.1318359375
2023-07-05,8443.1318359375
2023-07-06,8466.455078125
2023-07-07,8419.8076171875
2023-07-10,8443.1318359375
2023-07-11,8419.8076171875
2023-07-12,8559.748046875
2023-07-13,8513.1005859375
2023-07-14,8583.0732421875
2023-07-17,8559.748046875
2023-07-18,8536.4248046875
2023-07-20,8536.4248046875
2023-07-21,8536.4248046875
2023-07-24,8489.779296875
2023-07-25,8536.4248046875
2023-07-26,8723.0126953125
2023-07-27,8606.3955078125
2023-07-28,8513.1005859375
2023-07-31,8513.1005859375
2023-08-01,8513.1005859375
2023-08-02,8583.0732421875
2023-08-03,8629.7197265625
2023-08-04,8536.4248046875
2023-08-07,8653.0439453125
2023-08-08,8583.0732421875
2023-08-09,8769.66015625
2023-08-10,8769.66015625
2023-08-11,8769.66015625
2023-08-14,8723.0126953125
2023-08-15,8676.3671875
2023-08-16,8676.3671875
2023-08-18,8629.7197265625
2023-08-21,8559.748046875
2023-08-22,8676.3671875
2023-08-23,8676.3671875
2023-08-24,8583.0732421875
2023-08-25,8653.0439453125
2023-08-28,8583.0732421875
2023-08-29,8629.7197265625
2023-08-30,8583.0732421875
2023-08-31,8559.748046875
2023-09-01,8606.3955078125
2023-09-04,8606.3955078125
2023-09-05,8606.3955078125
2023-09-06,8536.4248046875
2023-09-07,8559.748046875
2023-09-08,8513.1005859375
2023-09-11,8513.1005859375
2023-09-12,8489.779296875
2023-09-13,8466.455078125
2023-09-14,8489.779296875
2023-09-15,8396.4833984375
2023-09-18,8396.4833984375
2023-09-19,8466.455078125
2023-09-20,8536.4248046875
2023-09-21,8513.1005859375
2023-09-22,8466.455078125
2023-09-25,8396.4833984375
2023-09-26,8349.8359375
2023-09-27,8279.8662109375
2023-09-29,8233.2197265625
2023-10-02,8466.455078125
2023-10-03,8583.0732421875
2023-10-04,8583.0732421875
2023-10-05,8466.455078125
2023-10-06,8419.8076171875
2023-10-09,8443.1318359375
2023-10-10,8326.5126953125
2023-10-11,8326.5126953125
2023-10-12,8443.1318359375
2023-10-13,8466.455078125
2023-10-16,8489.779296875
2023-10-17,8349.8359375
2023-10-18,8256.54296875
2023-10-19,8163.248046875
2023-10-20,8373.1611328125
2023-10-23,8256.54296875
2023-10-24,8186.5712890625
2023-10-25,8279.8662109375
2023-10-26,8139.92431640625
2023-10-27,8116.6015625
2023-10-30,8256.54296875
2023-10-31,8163.248046875
